age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,cond
24.0,4,140892.23273107316,13,0,5,0,0,0,0.0,0.0,40.0,1,0
34.0,4,322317.0935395022,9,2,2,1,0,0,0.0,0.0,50.0,1,0
55.0,4,322791.16736028215,14,-1,3,2,-1,1,0.0,0.0,40.0,0,0
27.0,4,312278.836343005,13,0,3,0,0,1,0.0,0.0,49.42979764771846,1,0
24.0,1,153544.07778832136,9,0,2,-1,0,0,0.0,0.0,40.0,1,0
31.0,4,180632.45522569146,10,0,2,3,0,0,0.0,0.0,40.0,1,0
48.0,6,110863.62853102092,11,2,6,1,0,0,0.0,0.0,40.0,1,2
21.0,6,55455.211301387375,10,0,2,3,0,0,0.0,0.0,30.0,1,0
22.0,4,185778.9697465224,9,0,2,0,0,1,0.0,0.0,50.0,1,0
28.0,4,501559.52337849326,13,0,3,2,1,1,0.0,0.0,40.0,1,0
45.0,4,138127.7944706555,10,-1,6,2,0,1,0.0,0.0,65.0,1,0
26.0,1,179002.51301587533,9,0,2,3,0,1,0.0,0.0,40.0,0,0
60.0,2,71749.53696260689,16,-1,7,0,0,1,0.0,0.0,40.0,1,0
43.0,4,209431.9829673252,9,2,3,1,0,1,0.0,0.0,40.0,1,0
71.0,5,102591.31981774166,9,-1,6,0,0,1,1230.7796656303804,0.0,20.0,1,0
47.0,5,260914.05985465736,14,0,3,0,0,1,0.0,0.0,12.0,1,0
20.0,4,33060.06721582187,10,0,2,3,0,0,0.0,0.0,19.309952399252406,1,0
46.0,4,308896.65456091677,10,0,3,0,1,1,0.0,0.0,40.0,1,0
42.0,4,161920.35430273195,9,2,3,1,0,0,0.0,0.0,40.0,1,0
32.0,4,415575.5921459222,10,-1,3,0,1,0,0.0,0.0,40.0,1,0
22.0,4,221118.07185471087,10,0,3,0,0,0,0.0,0.0,40.0,1,0
43.0,4,206116.63808104483,9,-1,2,2,0,1,0.0,0.0,30.0,1,0
67.0,5,129499.43027800482,13,2,2,1,0,0,0.0,0.0,16.0,1,0
55.0,4,190661.3664506202,10,-1,3,0,0,1,0.0,0.0,40.0,1,0
18.0,4,111080.40499490342,9,0,2,3,0,0,0.0,0.0,20.0,1,0
41.0,4,225643.2730469159,12,2,2,1,-1,0,0.0,0.0,40.0,1,0
44.0,4,261005.60581317326,2,2,1,1,0,0,0.0,0.0,60.0,0,0
38.0,4,23222.665327887928,10,-1,3,2,-1,1,0.0,0.0,45.0,1,0
37.0,4,265246.01531373075,9,2,2,1,0,1,0.0,0.0,30.0,0,0
61.8205498305091,4,186065.67036808335,9,2,2,1,0,0,0.0,0.0,12.0,1,0
20.0,4,95575.87788401324,7,2,2,3,0,0,0.0,0.0,40.0,1,0
35.0,4,296154.5031467091,9,2,2,1,0,0,0.0,0.0,40.0,0,0
24.0,4,364312.5197565722,9,0,3,2,0,1,0.0,0.0,40.0,1,0
51.0,5,94123.86474012677,9,-1,3,2,0,1,0.0,0.0,55.0,1,0
24.0,4,178089.2878526863,13,0,3,0,0,0,0.0,0.0,40.0,1,0
25.0,4,114490.36792198574,10,0,2,0,0,0,0.0,0.0,40.0,1,0
42.0,5,46700.80282214644,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
47.0,5,170289.59681315575,10,-1,6,0,0,0,0.0,0.0,40.0,1,0
24.0,4,181036.6723553263,6,2,2,1,0,0,0.0,0.0,40.0,1,0
51.0,1,206451.67471311797,14,-1,7,0,0,1,0.0,0.0,50.0,1,0
38.69636403194647,1,229537.4369995982,9,-1,4,0,0,1,0.0,0.0,40.0,1,0
18.0,4,121293.04023926063,6,0,3,3,0,1,0.0,1740.0,15.0,1,0
32.0,3,123372.43358874599,9,0,3,2,0,1,0.0,0.0,30.0,1,0
59.144256025694965,4,126974.02571679578,9,-1,3,-1,0,1,0.0,0.0,40.0,1,0
64.0,4,497978.2932331705,10,2,2,1,0,0,0.0,0.0,20.0,1,0
42.049627092269624,4,183834.73625920017,9,2,2,1,0,0,2779.8717086640577,0.0,32.0,1,0
19.0,4,254778.3229765412,9,0,2,0,0,1,0.0,0.0,24.0,1,0
54.0,4,230150.57646131268,9,0,3,2,0,1,0.0,0.0,40.0,1,0
39.0,4,268069.62285478425,9,0,2,2,1,1,0.0,0.0,35.0,1,0
41.0,4,255826.11163872213,9,-1,2,2,0,1,0.0,0.0,40.0,1,0
39.0,5,295051.4288538446,13,2,3,1,0,0,0.0,0.0,25.0,1,0
45.0,4,105943.59331047232,12,-1,7,0,0,1,0.0,0.0,50.0,1,0
39.0,4,156373.36721530728,10,2,2,1,0,0,0.0,0.0,45.0,1,0
23.0,4,97505.10666015143,10,0,3,3,1,1,0.0,0.0,40.0,1,0
28.0,4,211876.5827866638,5,0,1,2,0,1,0.0,0.0,20.0,0,0
38.0,4,157577.78537395404,10,2,4,1,0,0,0.0,0.0,40.0,0,0
64.0,5,45820.54593645682,6,2,3,1,0,0,0.0,0.0,50.0,1,0
28.0,4,120800.72475087822,10,2,2,1,0,0,0.0,0.0,45.0,1,0
48.0,4,107895.52503222767,9,-1,2,-1,0,1,0.0,0.0,40.0,1,0
40.0,4,200239.7119725174,9,2,2,1,0,0,0.0,0.0,40.0,1,0
40.0,4,38375.2160241697,9,-1,2,2,0,0,0.0,0.0,40.0,1,0
33.0,2,171791.22620755102,12,0,4,0,0,0,0.0,0.0,40.0,1,0
48.0,5,103846.60498778273,10,-1,6,2,0,1,0.0,0.0,60.0,1,0
64.0,4,78821.14594283362,9,-1,2,2,1,1,2988.801675615658,0.0,40.0,1,0
42.0,4,78066.87308501247,9,2,3,1,0,0,0.0,0.0,45.0,1,0
32.0,4,182796.71048252998,13,-1,7,0,0,1,0.0,0.0,40.0,1,0
36.0,4,195637.4980107118,13,2,7,1,0,0,0.0,0.0,40.0,1,0
38.0,4,122226.55307422254,9,0,3,0,0,1,0.0,0.0,44.0,1,0
40.0,5,236393.65617266094,9,-1,2,0,0,0,0.0,0.0,50.0,1,0
20.0,4,299542.3488672959,10,0,3,0,0,1,0.0,0.0,10.0,1,0
43.0,4,193676.2071912348,10,-1,3,2,1,1,0.0,1590.8282805525218,40.0,1,0
25.0,4,355173.2863783874,10,2,5,1,0,0,0.0,0.0,40.0,1,0
67.79403617647638,6,165184.93062297595,6,-1,3,2,0,1,0.0,0.0,40.0,0,0
40.920205224702066,4,33512.46447818523,13,2,5,1,0,0,0.0,0.0,40.0,1,0
23.0,4,237037.54180632762,10,0,2,0,0,1,0.0,0.0,50.0,1,0
30.0,4,284093.06895087135,13,2,7,1,0,0,0.0,0.0,50.0,1,0
17.0,4,98948.05102358531,7,0,3,3,0,1,0.0,0.0,25.0,1,0
28.0,4,176975.92570662283,15,0,7,3,0,1,0.0,0.0,40.0,1,0
37.0,4,93076.79702003523,10,2,5,1,0,0,0.0,0.0,30.0,1,0
24.0,4,211779.86794524494,13,0,3,0,0,1,0.0,0.0,40.0,1,0
39.0,4,216870.95036573085,9,-1,1,3,0,0,0.0,0.0,30.0,1,0
25.0,4,136394.56406244906,10,2,3,1,0,0,0.0,2039.5602479437496,45.0,1,0
36.0,4,130002.10872165154,9,2,3,1,0,0,0.0,0.0,65.0,1,0
34.0,4,155783.65364933934,9,0,5,0,0,0,0.0,0.0,40.0,1,0
44.0,4,216635.1181850583,9,2,3,1,0,0,0.0,0.0,50.0,1,0
42.0,4,288403.25767720165,9,-1,2,2,1,1,0.0,0.0,35.0,1,0
22.0,4,193566.3665963895,9,0,2,2,0,1,0.0,0.0,37.0,1,0
55.0,3,45047.61484173862,9,-1,6,0,0,1,0.0,0.0,40.0,1,0
45.0,4,207212.82928679796,10,-1,3,2,0,1,0.0,0.0,40.0,1,0
39.0,4,241542.51246488115,10,-1,3,0,0,1,0.0,0.0,40.0,1,0
19.0,4,167484.34981957477,10,0,2,3,0,0,0.0,0.0,40.0,1,0
35.0,4,209885.25556775287,9,2,2,1,0,0,0.0,0.0,35.0,1,0
54.0,1,151946.1345145001,14,-1,6,0,0,0,30012.184920753345,0.0,40.0,1,2
62.0,4,341192.9678326252,10,2,7,1,0,0,0.0,0.0,20.0,1,0
19.54354813243108,4,290973.8903786325,9,0,2,3,0,1,0.0,0.0,24.763107567532586,1,0
26.0,1,215796.2891363808,9,0,4,3,0,0,0.0,0.0,46.0,1,0
20.0,6,544284.2822581414,6,0,2,3,1,0,0.0,0.0,28.173818700482023,1,0
24.0,4,108155.90691815702,13,0,6,0,0,1,0.0,0.0,40.0,1,0
68.04984423259403,4,244636.1004358914,14,-1,3,0,0,0,0.0,0.0,45.0,1,0
30.0,4,207421.61648487535,9,-1,2,0,0,1,0.0,0.0,30.0,1,0
62.0,4,102874.83420697482,9,-1,3,2,0,1,0.0,0.0,40.0,1,0
65.0,4,111438.11277871217,2,-1,1,0,1,1,0.0,0.0,10.0,1,0
24.0,4,127783.79988924669,12,0,2,3,0,1,0.0,0.0,20.0,1,0
49.0,4,95192.00975795195,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
30.0,4,113191.30330276024,11,0,2,0,0,0,0.0,0.0,40.0,1,0
35.440616705534666,2,58787.18143528077,14,0,7,0,0,0,0.0,0.0,45.325287524959464,1,0
24.0,4,140813.91923150656,10,0,3,0,0,1,0.0,0.0,40.0,1,0
36.0,5,50847.25157938561,9,2,2,1,0,0,0.0,0.0,40.0,1,0
34.0,2,162516.26145838137,13,0,7,0,0,1,0.0,0.0,40.0,1,0
23.0,2,256650.7017494836,13,0,7,0,0,1,0.0,0.0,40.0,1,0
31.0,4,186537.6895234086,9,0,2,2,1,1,0.0,0.0,35.0,1,0
49.57851611562139,6,144659.87817135762,6,2,2,1,0,0,0.0,0.0,40.0,1,0
35.0,4,256863.20970121303,9,0,3,3,0,0,0.0,0.0,40.0,1,0
44.0,5,409319.8554766023,9,-1,2,0,1,0,0.0,0.0,30.0,1,0
35.0,4,397072.8185599188,9,2,2,1,0,0,0.0,0.0,50.0,1,0
32.0,4,114256.91761278993,10,-1,3,2,1,1,0.0,0.0,32.0,1,0
37.0,4,156242.60023763054,13,0,6,0,0,1,0.0,0.0,40.0,1,0
30.0,4,77511.04459043151,11,0,3,0,0,1,3381.6545459862896,0.0,40.0,1,0
33.0,4,57976.08213002751,11,2,2,1,0,0,0.0,0.0,40.0,0,0
36.0,4,252236.11656062544,9,0,3,3,0,0,0.0,0.0,40.0,1,0
57.0,4,98666.16414273182,9,-1,3,0,0,1,0.0,0.0,40.0,1,0
36.0,4,218689.36457051768,9,-1,3,2,0,1,0.0,0.0,40.0,1,0
76.0,4,171937.45055251924,7,-1,3,0,0,1,0.0,0.0,40.0,1,0
32.0,4,134470.14343671073,10,2,2,1,0,0,0.0,0.0,45.0,1,0
48.0,4,274281.1580631626,13,2,2,1,-1,0,0.0,1892.7319897242858,40.0,0,0
53.0,5,325068.4423780559,6,2,2,1,0,0,0.0,0.0,40.0,1,0
25.0,4,141135.60996932554,13,0,7,3,0,0,0.0,0.0,45.0,1,0
44.17632973019529,4,195135.73080733945,10,-1,2,0,0,1,0.0,0.0,40.0,1,0
45.0,4,195264.13370057868,16,2,3,1,1,0,0.0,0.0,56.0,1,0
35.0,4,216984.07862555212,9,2,2,1,0,0,0.0,0.0,60.0,1,0
62.0,4,355160.16756116954,9,-1,3,0,0,1,0.0,0.0,35.0,1,0
20.0,4,203292.41435287715,10,0,3,3,0,1,0.0,0.0,32.0,1,0
36.0,4,85906.92031858531,10,2,2,1,0,0,3171.990090183115,0.0,60.0,1,0
42.0,4,292282.57355485193,10,2,3,1,0,0,4592.146007678344,0.0,40.0,1,0
30.0,4,298622.7722291331,9,2,3,-1,0,0,0.0,0.0,40.0,1,0
39.0,4,103765.7332632824,10,0,3,0,0,1,0.0,0.0,50.0,1,0
26.0,4,363521.6363193863,10,2,3,1,0,1,0.0,0.0,15.0,1,0
54.54655256638213,4,206520.82091540567,13,0,6,0,0,1,0.0,0.0,40.0,1,0
21.0,4,118470.26152647666,11,0,3,3,0,1,0.0,0.0,50.0,1,0
80.13399245958989,4,107536.5975403835,9,-1,2,0,0,1,0.0,0.0,16.0,1,0
35.0,4,94622.28335309838,9,0,3,0,0,0,0.0,0.0,40.0,1,0
39.0,4,336264.63825627876,14,0,6,0,0,1,0.0,0.0,50.0,1,0
32.0,4,101737.29457738172,10,-1,2,2,0,1,0.0,0.0,60.0,1,0
20.0,4,186995.06426234968,8,0,2,3,0,0,0.0,0.0,45.0,1,0
29.0,4,51920.9572475084,9,2,2,1,0,0,0.0,0.0,40.0,1,0
38.0,1,177230.9127034918,14,0,7,0,1,1,0.0,0.0,40.0,1,0
23.0,4,170294.00650609357,12,0,3,0,0,0,0.0,0.0,25.0,1,0
22.0,4,317305.0817444768,12,2,2,1,1,1,0.0,0.0,40.0,1,0
36.0,4,109976.70709887521,9,1,2,0,0,1,0.0,0.0,38.0,0,0
31.0,4,209828.32667759052,9,2,3,1,0,0,0.0,0.0,40.0,1,0
28.0,4,133676.28569038573,9,0,3,2,0,1,0.0,0.0,40.0,1,0
47.0,4,199461.3873128165,9,-1,3,2,0,1,0.0,0.0,40.0,1,0
35.0,4,192362.55339792988,9,2,2,1,0,0,0.0,0.0,40.0,1,0
35.0,4,227611.49345332847,12,2,2,1,0,0,0.0,0.0,45.0,1,0
48.0,4,196852.43564050907,9,-1,3,2,1,1,0.0,0.0,45.0,1,0
61.0,4,187639.0898452495,9,-1,2,0,0,1,0.0,0.0,40.0,1,0
37.0,1,167658.67489900798,13,-1,7,2,0,1,0.0,0.0,45.0,1,0
30.460216691950603,4,46506.35251970512,10,0,3,0,0,0,0.0,0.0,30.0,1,0
18.0,4,70196.25850589566,10,0,3,3,0,1,1447.6513091129434,0.0,25.0,1,0
23.0,4,186916.86426365675,9,2,2,1,0,0,0.0,0.0,40.0,1,0
31.0,4,117757.86911649653,9,2,2,1,0,0,2604.587580177,0.0,40.0,1,0
42.0,4,363813.5906836483,10,2,6,1,0,0,0.0,0.0,60.0,1,1
38.0,4,107265.29113603984,9,2,3,1,0,0,0.0,0.0,40.0,1,2
34.0,4,301188.9119695454,6,-1,3,2,1,1,0.0,0.0,40.0,1,0
18.898834853900368,4,245172.68509347783,9,0,2,0,0,1,0.0,0.0,40.0,1,0
36.0,4,188256.46087475,10,-1,2,2,0,0,0.0,0.0,40.0,1,0
27.0,4,145143.14255593048,9,2,2,1,0,0,0.0,0.0,65.0,1,0
71.0,4,163576.744248406,9,-1,3,0,0,1,4190.264213100349,0.0,20.0,1,0
17.0,4,107260.3814386431,6,0,3,0,0,1,0.0,0.0,20.0,1,0
30.0,4,409959.6224551489,2,2,1,1,0,0,0.0,0.0,45.0,0,0
42.0,4,201511.72986010092,10,-1,3,2,0,1,0.0,0.0,40.0,1,0
22.0,4,334815.93808641616,9,0,2,3,0,0,0.0,0.0,40.0,1,0
36.0,4,118085.63793788459,6,2,3,1,0,0,0.0,0.0,45.0,1,0
33.0,4,227904.18945599595,9,-1,2,2,0,0,0.0,0.0,51.34307055430911,1,0
44.0,4,194416.3240745782,10,0,3,0,0,1,0.0,0.0,40.0,1,0
33.0,4,249378.3029680178,9,2,2,1,0,0,4310.325082162479,0.0,40.0,1,0
59.51634094551836,5,119500.48170141647,4,2,2,1,0,0,0.0,0.0,40.0,1,0
24.0,4,179999.84983840722,10,0,3,3,0,1,0.0,0.0,25.0,1,0
30.0,4,226761.01482095526,10,2,2,1,0,0,2948.0901298764697,0.0,40.0,1,0
80.71010150673635,4,102073.3496896984,9,-1,3,2,0,1,0.0,0.0,25.0,1,0
22.0,4,209276.08137385096,9,0,2,3,1,0,0.0,0.0,40.0,1,0
32.74775866059692,1,413209.555304466,11,0,2,0,1,0,0.0,0.0,40.0,1,0
23.0,4,85917.98761305021,9,0,3,0,1,0,0.0,0.0,20.0,1,0
28.0,4,93471.45912251744,10,2,5,1,0,0,0.0,0.0,50.0,1,0
36.0,5,34016.847383512155,9,2,3,1,0,0,0.0,0.0,60.0,1,0
47.0,4,190922.29180527848,10,2,3,1,0,0,0.0,0.0,40.0,1,0
24.0,4,149672.2198506766,10,0,3,3,0,0,0.0,0.0,45.0,1,0
57.0,1,177139.8807775605,9,-1,3,2,0,1,0.0,0.0,40.0,1,0
33.931255226454766,4,122820.019334724,13,0,6,0,0,1,4502.525073568941,0.0,48.0,1,0
28.34838764966542,4,89478.17178865043,9,2,2,1,0,0,0.0,0.0,40.0,1,0
19.0,4,347518.231299896,10,0,3,3,0,0,0.0,0.0,40.0,1,0
25.0,4,188770.6887799527,13,0,7,0,0,0,0.0,0.0,54.0,1,0
19.0,5,358536.2543262574,6,0,2,3,0,0,0.0,0.0,40.0,0,0
34.0,4,183926.20196094643,9,0,2,0,0,0,0.0,0.0,35.0,0,0
48.0,4,329980.8585231413,9,2,3,1,0,0,0.0,0.0,40.0,1,0
28.0,4,173923.6929789785,10,0,3,2,0,0,0.0,0.0,40.0,1,0
28.0,4,35408.02471949327,13,0,2,3,0,0,0.0,0.0,40.0,1,0
27.0,4,141625.64997211064,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
27.0,4,213900.30470845025,9,-1,2,0,0,0,0.0,1752.9518947600397,40.0,1,0
39.0,1,218407.93514092316,10,-1,7,3,1,1,0.0,0.0,40.0,1,0
32.0,4,184805.96944161798,13,0,6,0,0,0,0.0,0.0,48.0,1,0
29.0,4,130394.20053709703,10,2,2,1,1,0,0.0,0.0,40.0,1,0
17.0,4,199579.0917148277,7,0,2,3,0,1,0.0,0.0,18.0,1,0
52.0,4,311188.3089641526,9,-1,2,2,-1,0,4857.601273924074,0.0,40.0,0,0
34.0,4,536018.934340579,9,-1,3,2,0,1,0.0,0.0,40.0,1,0
40.0,4,280225.0799201212,10,0,6,0,0,0,0.0,0.0,55.0,1,0
29.0,2,134106.17171588485,10,2,4,1,0,0,0.0,0.0,40.0,1,0
18.0,4,287472.951647469,8,0,2,3,0,0,0.0,0.0,12.805848622221257,1,0
44.0,4,168148.4507301244,16,2,7,1,0,0,0.0,2033.160196119734,60.0,1,1
67.0,5,160848.58597917276,9,-1,2,0,0,1,0.0,0.0,25.0,1,0
54.0,2,120174.31943523283,13,0,7,0,0,1,0.0,0.0,40.0,1,0
54.96950904401301,4,212145.19258073278,13,-1,7,0,0,0,0.0,0.0,45.0,1,0
43.337788931429415,3,213067.13289796625,10,-1,3,0,0,1,0.0,0.0,40.0,1,0
39.0,4,167080.80793608868,9,-1,5,0,0,1,0.0,0.0,40.0,1,0
47.0,4,171116.39201611627,9,2,3,1,0,0,0.0,0.0,30.0,0,0
21.0,4,227068.19332130396,9,-1,7,0,0,1,3939.218914282818,0.0,40.0,1,0
24.0,4,375115.4997882959,13,0,7,3,1,1,0.0,0.0,35.0,1,0
44.0,4,215978.7058517746,9,0,2,0,1,0,0.0,0.0,40.0,1,0
32.0,4,93188.59244285588,13,0,7,0,0,0,0.0,0.0,40.0,1,0
32.0,3,113776.85770285073,9,0,3,3,0,1,0.0,0.0,40.0,1,0
34.0,3,280638.68904430134,9,2,3,1,0,0,0.0,0.0,40.0,1,0
36.0,4,161998.48214779064,9,2,2,1,0,0,0.0,0.0,60.0,0,0
64.0,5,206158.13217952327,14,2,6,1,0,0,0.0,0.0,40.0,1,0
21.0,4,97208.009158031,9,0,2,2,0,1,0.0,0.0,40.0,1,0
45.0,5,172680.4360129102,13,2,6,1,0,0,0.0,0.0,50.0,1,0
41.0,4,139673.82204464852,4,2,2,1,0,0,0.0,0.0,45.0,1,0
37.0,4,139757.50407479503,9,2,2,1,0,0,0.0,0.0,45.0,1,0
64.0,2,183357.1979519221,10,-1,6,0,0,1,0.0,0.0,40.0,1,0
25.0,4,72763.1727193633,10,0,2,3,0,0,0.0,0.0,40.0,1,0
22.0,4,186764.73441475054,10,0,6,0,0,0,0.0,0.0,45.0,1,0
36.0,4,46445.95897606653,9,2,6,1,0,0,0.0,0.0,40.0,1,0
28.0,4,268200.98517044605,9,0,2,3,1,1,0.0,0.0,40.0,1,0
32.0,4,128319.50257968498,9,0,3,3,0,0,0.0,0.0,75.0,1,0
57.0,4,127623.38663268805,10,-1,3,0,0,1,0.0,0.0,40.0,1,0
61.0,4,241979.50892172242,9,-1,3,-1,0,1,0.0,0.0,25.0,1,0
73.0,4,212897.20371345035,4,-1,2,0,0,1,0.0,0.0,20.0,1,0
24.0,4,36321.79455519871,13,0,6,0,0,0,0.0,0.0,48.649568390661294,1,0
25.0,4,269923.4097722167,9,0,2,2,0,0,0.0,0.0,50.0,1,0
30.0,4,147118.01804983465,10,2,2,1,0,0,0.0,0.0,48.0,1,0
31.0,4,94393.32651526984,13,0,3,-1,0,1,0.0,0.0,40.0,1,0
26.0,4,275926.96699126606,12,0,3,2,0,0,0.0,0.0,40.0,1,0
19.0,4,231526.0382765194,9,0,3,3,-1,1,0.0,0.0,30.0,0,0
37.0,1,192070.52547052118,14,0,7,0,0,1,0.0,0.0,40.0,1,0
