age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,cond
37.0,4.0,144397.0,8.0,1.0,1.0,3.0,1.0,0.0,30.0,0.0,61.0,1.0,0.0
75.0,4.0,158566.0,8.0,3.0,1.0,2.0,1.0,0.0,15.0,0.0,21.0,1.0,0.0
47.0,6.0,225570.0,9.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,53.0,1.0,0.0
36.0,5.0,48585.0,9.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,48.0,1.0,0.0
35.0,4.0,342692.0,10.0,1.0,5.0,1.0,1.0,0.0,8.0,0.0,60.0,1.0,0.0
46.0,4.0,54983.0,9.0,3.0,5.0,2.0,1.0,0.0,4.0,0.0,40.0,1.0,0.0
41.0,3.0,155511.0,10.0,1.0,6.0,1.0,1.0,1.0,769.0,0.0,49.0,1.0,0.0
39.0,4.0,284244.0,12.0,3.0,6.0,2.0,1.0,0.0,8.0,0.0,46.0,1.0,0.0
28.0,4.0,189478.0,8.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,35.0,1.0,0.0
38.0,4.0,170350.0,8.0,0.0,2.0,3.0,1.0,1.0,7.0,1.0,39.0,0.0,0.0
22.0,4.0,134910.0,9.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,20.0,1.0,0.0
22.0,3.0,321355.0,8.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0
40.0,4.0,111050.0,9.0,3.0,2.0,2.0,0.0,0.0,6.0,0.0,30.0,1.0,0.0
22.0,4.0,255846.0,10.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0
42.0,4.0,66893.0,10.0,0.0,5.0,3.0,1.0,1.0,13.0,0.0,40.0,1.0,0.0
52.0,4.0,201663.0,8.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,40.0,1.0,0.0
45.0,4.0,176743.0,9.0,1.0,6.0,1.0,1.0,0.0,11.0,0.0,48.0,1.0,0.0
46.0,4.0,403015.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
22.0,4.0,235108.0,6.0,1.0,2.0,3.0,1.0,1.0,9.0,0.0,40.0,1.0,0.0
46.0,1.0,336323.0,9.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,40.0,1.0,0.0
56.0,4.0,213784.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,44.0,1.0,0.0
25.0,4.0,157854.0,12.0,3.0,2.0,2.0,1.0,0.0,5.0,0.0,41.0,1.0,0.0
58.0,5.0,102656.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,45.0,1.0,0.0
52.0,4.0,188657.0,8.0,0.0,6.0,3.0,1.0,1.0,6.0,0.0,35.0,1.0,0.0
35.0,5.0,272050.0,10.0,1.0,1.0,1.0,1.0,0.0,56.0,0.0,94.0,1.0,0.0
32.0,4.0,62290.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
21.0,4.0,394818.0,9.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,50.0,1.0,0.0
30.0,4.0,82921.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,2029.0,40.0,1.0,0.0
28.0,4.0,219354.0,1.0,3.0,1.0,2.0,1.0,0.0,9.0,2.0,45.0,0.0,0.0
21.0,1.0,186378.0,9.0,1.0,1.0,3.0,1.0,0.0,48.0,0.0,9.0,1.0,0.0
38.0,4.0,236390.0,8.0,0.0,1.0,3.0,1.0,0.0,16.0,0.0,40.0,1.0,0.0
26.0,3.0,332751.0,9.0,1.0,2.0,1.0,1.0,0.0,369.0,1.0,40.0,1.0,0.0
56.0,5.0,160540.0,8.0,0.0,5.0,1.0,1.0,1.0,4.0,0.0,40.0,1.0,0.0
19.0,4.0,165404.0,8.0,1.0,2.0,3.0,1.0,1.0,4.0,0.0,40.0,1.0,0.0
45.0,4.0,116128.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,380.0,40.0,1.0,0.0
54.0,5.0,68819.0,8.0,3.0,5.0,2.0,1.0,0.0,5.0,0.0,74.0,1.0,0.0
22.0,4.0,239210.0,9.0,1.0,2.0,3.0,1.0,1.0,8.0,0.0,25.0,1.0,0.0
30.0,5.0,212471.0,9.0,1.0,1.0,1.0,0.0,0.0,24.0,0.0,48.0,1.0,0.0
22.0,4.0,136025.0,10.0,1.0,2.0,1.0,1.0,0.0,183.0,0.0,41.0,1.0,0.0
26.0,1.0,110721.0,8.0,0.0,3.0,3.0,1.0,0.0,133.0,0.0,40.0,0.0,0.0
39.0,4.0,175637.0,8.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,40.0,1.0,0.0
44.0,4.0,157889.0,8.0,0.0,2.0,3.0,1.0,1.0,45.0,0.0,38.0,1.0,0.0
38.0,4.0,224069.0,8.0,1.0,6.0,3.0,1.0,1.0,2.0,0.0,40.0,1.0,0.0
48.0,4.0,165819.0,9.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,45.0,1.0,0.0
62.0,4.0,207874.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,40.0,1.0,0.0
26.0,4.0,253720.0,8.0,3.0,1.0,2.0,1.0,0.0,127.0,0.0,41.0,1.0,0.0
21.0,4.0,224296.0,1.0,1.0,1.0,1.0,1.0,0.0,39.0,0.0,47.0,0.0,0.0
29.0,4.0,234945.0,9.0,1.0,2.0,1.0,1.0,0.0,13.0,0.0,40.0,1.0,0.0
30.0,5.0,81101.0,10.0,3.0,5.0,2.0,0.0,0.0,176.0,0.0,40.0,0.0,0.0
20.0,4.0,139056.0,9.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,26.0,1.0,0.0
42.0,4.0,293693.0,12.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
30.0,4.0,265570.0,9.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,40.0,1.0,0.0
19.0,4.0,212129.0,8.0,1.0,2.0,1.0,1.0,1.0,32.0,0.0,30.0,1.0,0.0
22.0,4.0,394413.0,7.0,3.0,2.0,2.0,1.0,1.0,16.0,1608.0,14.0,1.0,0.0
30.0,4.0,202874.0,8.0,1.0,5.0,1.0,1.0,0.0,8.0,0.0,40.0,0.0,0.0
73.0,4.0,80470.0,12.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,20.0,1.0,0.0
53.0,4.0,154695.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,1683.0,40.0,1.0,0.0
35.0,4.0,208826.0,6.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0
24.0,4.0,244474.0,9.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0
29.0,4.0,262006.0,8.0,3.0,1.0,2.0,1.0,0.0,14.0,0.0,40.0,1.0,0.0
28.0,4.0,720517.0,12.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,41.0,1.0,0.0
31.0,2.0,359788.0,13.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,37.0,1.0,0.0
24.0,4.0,171903.0,12.0,1.0,5.0,1.0,1.0,0.0,6.0,0.0,31.0,0.0,0.0
40.0,4.0,221865.0,8.0,0.0,2.0,3.0,1.0,1.0,7.0,0.0,40.0,0.0,0.0
26.0,4.0,102059.0,12.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,40.0,1.0,0.0
37.0,4.0,227670.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,39.0,1.0,0.0
31.0,4.0,224542.0,9.0,3.0,6.0,2.0,1.0,0.0,6.0,0.0,49.0,1.0,2.0
42.0,4.0,219525.0,1.0,3.0,1.0,2.0,1.0,0.0,11.0,0.0,44.0,1.0,0.0
36.0,4.0,187693.0,9.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
22.0,4.0,471425.0,9.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,47.0,1.0,0.0
46.0,4.0,201415.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
20.0,5.0,178813.0,8.0,1.0,5.0,3.0,1.0,0.0,8.0,0.0,40.0,1.0,0.0
33.0,1.0,165097.0,13.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,52.0,1.0,1.0
21.0,4.0,320045.0,9.0,0.0,2.0,1.0,1.0,1.0,12.0,0.0,30.0,1.0,0.0
26.0,4.0,145918.0,12.0,1.0,2.0,3.0,1.0,0.0,10.0,0.0,30.0,1.0,0.0
19.0,4.0,187712.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0
23.0,1.0,277608.0,12.0,1.0,1.0,3.0,0.0,0.0,10.0,0.0,23.0,1.0,0.0
20.0,4.0,323622.0,9.0,1.0,1.0,3.0,1.0,1.0,11.0,0.0,21.0,1.0,0.0
42.0,5.0,40657.0,12.0,3.0,1.0,2.0,1.0,0.0,9.0,0.0,50.0,1.0,0.0
56.0,4.0,262460.0,8.0,0.0,5.0,3.0,1.0,0.0,27.0,0.0,40.0,1.0,0.0
36.0,4.0,182770.0,7.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,45.0,1.0,0.0
59.0,4.0,154779.0,5.0,3.0,1.0,2.0,1.0,0.0,457.0,0.0,40.0,1.0,0.0
43.0,1.0,195064.0,13.0,0.0,1.0,1.0,1.0,0.0,113.0,0.0,57.0,1.0,0.0
42.0,3.0,76784.0,12.0,0.0,5.0,3.0,1.0,1.0,18.0,0.0,56.0,1.0,0.0
28.0,4.0,130430.0,8.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,25.0,1.0,0.0
29.0,1.0,210751.0,10.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,40.0,1.0,0.0
26.0,4.0,215741.0,9.0,1.0,2.0,3.0,1.0,0.0,31.0,0.0,11.0,1.0,0.0
46.0,5.0,384201.0,8.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,60.0,1.0,0.0
41.0,4.0,94658.0,8.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,40.0,1.0,0.0
40.0,4.0,681698.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,36.0,1.0,0.0
21.0,4.0,143530.0,5.0,1.0,2.0,3.0,1.0,0.0,4.0,0.0,33.0,1.0,0.0
24.0,4.0,172242.0,12.0,1.0,2.0,1.0,1.0,0.0,32.0,0.0,31.0,1.0,0.0
43.0,4.0,430775.0,9.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
23.0,4.0,127777.0,5.0,1.0,6.0,3.0,1.0,0.0,21.0,0.0,23.0,1.0,0.0
38.0,4.0,173055.0,8.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,53.0,1.0,0.0
28.0,5.0,141266.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
34.0,4.0,317936.0,10.0,3.0,1.0,2.0,1.0,0.0,2104.0,0.0,40.0,1.0,0.0
23.0,4.0,142177.0,9.0,1.0,5.0,1.0,1.0,1.0,14.0,0.0,20.0,1.0,0.0
24.0,4.0,191898.0,9.0,0.0,1.0,0.0,1.0,1.0,93.0,0.0,38.0,1.0,0.0
31.0,4.0,334558.0,12.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,33.0,1.0,0.0
22.0,4.0,139648.0,9.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,40.0,0.0,0.0
54.0,4.0,201509.0,15.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,40.0,1.0,0.0
23.0,4.0,174726.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
21.0,4.0,253375.0,6.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,25.0,1.0,0.0
44.0,1.0,165965.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,35.0,1.0,0.0
43.0,6.0,65586.0,8.0,0.0,5.0,3.0,1.0,0.0,14.0,0.0,55.0,1.0,0.0
20.0,4.0,99095.0,9.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,35.0,1.0,0.0
33.0,4.0,113674.0,9.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,57.0,0.0,0.0
42.0,4.0,109812.0,8.0,3.0,1.0,0.0,1.0,1.0,13.0,0.0,20.0,1.0,0.0
44.0,1.0,245708.0,13.0,0.0,6.0,3.0,1.0,1.0,11.0,0.0,25.0,1.0,0.0
42.0,5.0,436766.0,8.0,3.0,1.0,2.0,1.0,0.0,15.0,0.0,50.0,1.0,0.0
33.0,4.0,161467.0,10.0,0.0,5.0,1.0,1.0,0.0,34.0,0.0,50.0,1.0,0.0
39.0,4.0,89690.0,9.0,3.0,1.0,2.0,1.0,0.0,797.0,0.0,46.0,1.0,0.0
56.0,4.0,149032.0,8.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,36.0,1.0,0.0
27.0,4.0,132401.0,8.0,3.0,1.0,2.0,1.0,0.0,430.0,0.0,44.0,1.0,0.0
62.0,1.0,354198.0,8.0,0.0,1.0,1.0,1.0,1.0,46.0,0.0,40.0,1.0,0.0
31.0,1.0,210625.0,8.0,1.0,2.0,3.0,0.0,1.0,898.0,0.0,40.0,1.0,0.0
41.0,4.0,149172.0,8.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,20.0,1.0,0.0
43.0,0.0,114358.0,8.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,40.0,1.0,0.0
32.0,4.0,207852.0,11.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0
31.0,2.0,335043.0,8.0,3.0,3.0,2.0,1.0,0.0,6.0,0.0,40.0,1.0,0.0
56.0,1.0,133563.0,8.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,40.0,1.0,0.0
20.0,4.0,139488.0,9.0,1.0,2.0,1.0,1.0,1.0,9.0,0.0,20.0,1.0,0.0
30.0,4.0,158531.0,5.0,1.0,1.0,3.0,1.0,0.0,7.0,0.0,40.0,1.0,0.0
38.0,4.0,120094.0,9.0,3.0,2.0,2.0,1.0,0.0,17.0,0.0,40.0,1.0,0.0
66.0,4.0,188596.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,25.0,1.0,0.0
62.0,4.0,122436.0,6.0,0.0,2.0,3.0,1.0,1.0,313.0,0.0,34.0,1.0,0.0
27.0,4.0,111095.0,8.0,3.0,1.0,2.0,1.0,0.0,15.0,1756.0,40.0,1.0,0.0
43.0,4.0,103871.0,10.0,3.0,5.0,2.0,1.0,0.0,14.0,0.0,45.0,1.0,0.0
33.0,4.0,149500.0,12.0,1.0,5.0,3.0,1.0,0.0,6.0,0.0,40.0,1.0,0.0
39.0,4.0,192165.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,40.0,1.0,0.0
30.0,4.0,196386.0,12.0,1.0,4.0,1.0,1.0,1.0,22.0,0.0,40.0,0.0,0.0
28.0,0.0,155829.0,9.0,1.0,6.0,3.0,1.0,1.0,0.0,1.0,34.0,1.0,0.0
35.0,4.0,99718.0,8.0,0.0,1.0,3.0,1.0,1.0,13.0,0.0,49.0,1.0,0.0
35.0,4.0,184495.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,45.0,1.0,0.0
35.0,4.0,157598.0,8.0,1.0,5.0,1.0,1.0,0.0,7.0,0.0,60.0,1.0,0.0
22.0,4.0,280836.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
45.0,5.0,122783.0,9.0,3.0,1.0,2.0,1.0,0.0,4.0,0.0,49.0,1.0,0.0
44.0,4.0,333018.0,9.0,1.0,2.0,3.0,1.0,0.0,4.0,0.0,40.0,1.0,0.0
55.0,4.0,134642.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,40.0,1.0,0.0
43.0,4.0,100433.0,5.0,3.0,2.0,2.0,0.0,1.0,74.0,0.0,40.0,0.0,0.0
20.0,4.0,389717.0,9.0,1.0,2.0,3.0,1.0,0.0,5.0,0.0,31.0,1.0,0.0
30.0,4.0,133736.0,12.0,3.0,1.0,2.0,1.0,0.0,5.0,0.0,40.0,1.0,0.0
27.0,4.0,406240.0,12.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
43.0,4.0,158159.0,12.0,3.0,2.0,2.0,1.0,0.0,12.0,0.0,40.0,1.0,0.0
38.0,4.0,122532.0,8.0,0.0,2.0,1.0,1.0,1.0,13.0,0.0,45.0,1.0,0.0
33.0,4.0,382864.0,9.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,20.0,1.0,0.0
37.0,4.0,423561.0,1.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,40.0,1.0,1.0
53.0,4.0,171143.0,3.0,0.0,2.0,3.0,1.0,1.0,7.0,0.0,55.0,0.0,0.0
39.0,4.0,179517.0,9.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0
31.0,2.0,161210.0,8.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,40.0,1.0,0.0
45.0,4.0,124485.0,10.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,40.0,1.0,0.0
42.0,4.0,184217.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,40.0,1.0,0.0
27.0,4.0,115781.0,12.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
22.0,4.0,425043.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
28.0,5.0,39459.0,8.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
34.0,4.0,72938.0,8.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,40.0,1.0,0.0
29.0,4.0,205590.0,9.0,3.0,4.0,2.0,1.0,0.0,15.0,0.0,50.0,1.0,0.0
23.0,4.0,285292.0,9.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,40.0,1.0,0.0
40.0,4.0,264340.0,8.0,3.0,2.0,2.0,1.0,0.0,908.0,0.0,40.0,1.0,0.0
25.0,4.0,50392.0,8.0,1.0,6.0,3.0,1.0,0.0,13.0,0.0,40.0,1.0,0.0
52.0,4.0,150316.0,9.0,0.0,5.0,3.0,1.0,1.0,6.0,0.0,45.0,1.0,0.0
20.0,4.0,154724.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1763.0,30.0,1.0,0.0
18.0,4.0,365895.0,7.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0
44.0,4.0,130219.0,12.0,0.0,6.0,1.0,1.0,1.0,15.0,0.0,42.0,1.0,0.0
44.0,4.0,34703.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,40.0,1.0,0.0
31.0,4.0,302786.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,40.0,1.0,0.0
28.0,4.0,429122.0,9.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
56.0,4.0,398188.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,45.0,1.0,0.0
33.0,4.0,183241.0,8.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,50.0,1.0,0.0
64.0,4.0,177685.0,9.0,0.0,2.0,1.0,1.0,1.0,8.0,0.0,30.0,1.0,0.0
61.0,1.0,136591.0,8.0,0.0,1.0,3.0,0.0,1.0,16.0,0.0,40.0,0.0,0.0
32.0,4.0,157249.0,13.0,3.0,2.0,2.0,0.0,0.0,53.0,0.0,15.0,0.0,0.0
64.0,4.0,113916.0,9.0,3.0,2.0,2.0,1.0,1.0,32.0,0.0,20.0,1.0,0.0
50.0,4.0,112682.0,8.0,0.0,2.0,1.0,1.0,1.0,285.0,0.0,40.0,1.0,0.0
41.0,4.0,81311.0,8.0,0.0,1.0,3.0,1.0,1.0,20.0,0.0,40.0,1.0,0.0
29.0,4.0,115249.0,10.0,3.0,2.0,2.0,1.0,0.0,7.0,2004.0,50.0,1.0,0.0
20.0,4.0,139486.0,3.0,1.0,6.0,1.0,1.0,1.0,0.0,1470.0,40.0,1.0,0.0
55.0,4.0,147689.0,8.0,1.0,1.0,1.0,0.0,0.0,24.0,0.0,39.0,0.0,0.0
43.0,4.0,238376.0,9.0,3.0,1.0,2.0,1.0,0.0,458.0,0.0,40.0,0.0,0.0
32.0,4.0,266232.0,12.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
43.0,4.0,104986.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0
33.0,0.0,173035.0,8.0,1.0,1.0,3.0,1.0,0.0,26.0,0.0,40.0,1.0,0.0
38.0,4.0,108345.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0
19.0,4.0,248578.0,9.0,1.0,1.0,1.0,1.0,1.0,18.0,0.0,20.0,1.0,0.0
68.0,5.0,69978.0,8.0,0.0,1.0,3.0,1.0,1.0,89.0,0.0,40.0,1.0,0.0
28.0,4.0,110828.0,8.0,1.0,1.0,0.0,1.0,0.0,214.0,0.0,40.0,1.0,0.0
36.0,4.0,107938.0,9.0,1.0,2.0,1.0,1.0,0.0,294.0,0.0,40.0,1.0,0.0
34.0,4.0,236474.0,10.0,1.0,4.0,1.0,1.0,1.0,14.0,0.0,47.0,0.0,0.0
31.0,4.0,78348.0,9.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,40.0,1.0,0.0
47.0,4.0,156317.0,8.0,0.0,2.0,3.0,1.0,1.0,5.0,0.0,40.0,1.0,0.0
53.0,2.0,125072.0,8.0,3.0,1.0,2.0,1.0,0.0,4.0,0.0,40.0,1.0,0.0
41.0,4.0,155330.0,12.0,3.0,6.0,2.0,1.0,1.0,6.0,0.0,40.0,1.0,0.0
67.0,1.0,32404.0,9.0,0.0,1.0,1.0,1.0,1.0,832.0,0.0,12.0,1.0,0.0
39.0,4.0,173448.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,40.0,1.0,0.0
44.0,1.0,60575.0,10.0,0.0,1.0,1.0,1.0,0.0,982.0,0.0,40.0,1.0,0.0
24.0,4.0,196443.0,8.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,40.0,1.0,0.0
32.0,4.0,232123.0,6.0,0.0,2.0,1.0,1.0,0.0,25.0,0.0,40.0,1.0,0.0
55.0,4.0,92536.0,9.0,3.0,1.0,2.0,1.0,0.0,10.0,0.0,40.0,1.0,0.0
47.0,4.0,382668.0,10.0,0.0,1.0,3.0,1.0,0.0,84.0,0.0,42.0,1.0,0.0
52.0,4.0,147610.0,8.0,0.0,1.0,3.0,1.0,1.0,5.0,0.0,40.0,1.0,0.0
37.0,4.0,275318.0,4.0,3.0,6.0,2.0,1.0,0.0,1719.0,0.0,40.0,1.0,0.0
30.0,2.0,135238.0,8.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,40.0,1.0,0.0
23.0,4.0,335254.0,12.0,1.0,2.0,1.0,1.0,1.0,47.0,0.0,41.0,1.0,0.0
30.0,4.0,194948.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25.0,1.0,0.0
22.0,4.0,151250.0,9.0,1.0,2.0,3.0,1.0,0.0,8410.0,0.0,10.0,1.0,0.0
74.0,4.0,153726.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0
29.0,3.0,45336.0,12.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
26.0,4.0,143016.0,9.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,15.0,1.0,0.0
18.0,4.0,149061.0,6.0,1.0,1.0,3.0,1.0,1.0,0.0,22.0,14.0,1.0,0.0
44.0,1.0,118734.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1846.0,60.0,0.0,0.0
23.0,4.0,149893.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,1.0,0.0
49.0,1.0,133065.0,13.0,1.0,6.0,1.0,1.0,1.0,31.0,1.0,51.0,1.0,0.0
20.0,5.0,316657.0,6.0,1.0,1.0,1.0,1.0,1.0,96.0,0.0,35.0,1.0,0.0
21.0,4.0,300332.0,9.0,1.0,1.0,3.0,0.0,1.0,11.0,0.0,31.0,0.0,0.0
54.0,4.0,202983.0,12.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
34.0,4.0,187556.0,8.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,40.0,1.0,0.0
43.0,4.0,222853.0,9.0,3.0,1.0,2.0,1.0,0.0,7.0,0.0,40.0,1.0,0.0
27.0,4.0,64884.0,8.0,1.0,1.0,1.0,0.0,1.0,48.0,1.0,39.0,1.0,0.0
38.0,4.0,216954.0,1.0,3.0,2.0,2.0,1.0,0.0,11.0,0.0,37.0,1.0,0.0
29.0,4.0,197455.0,8.0,1.0,1.0,3.0,1.0,0.0,16.0,0.0,40.0,1.0,0.0
27.0,4.0,162763.0,12.0,1.0,6.0,1.0,0.0,0.0,8.0,0.0,28.0,0.0,0.0
31.0,1.0,199585.0,9.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,26.0,1.0,0.0
31.0,4.0,53477.0,6.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0
51.0,4.0,113976.0,12.0,0.0,5.0,1.0,1.0,0.0,0.0,1599.0,40.0,1.0,0.0
