age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
45.0,4.0,872765.0,8.0,3.0,1.0,2.0,1.0,0.0,17.0,0.0,40.0,1.0,0.0
44.0,5.0,278259.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
20.0,4.0,407892.0,13.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,35.0,1.0,0.0
56.0,3.0,217655.0,8.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,49.0,1.0,0.0
29.0,2.0,172393.0,9.0,1.0,1.0,3.0,1.0,0.0,179.0,0.0,35.0,1.0,0.0
55.0,4.0,173919.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,0.0
32.0,4.0,123731.0,8.0,3.0,5.0,2.0,1.0,0.0,9.0,0.0,50.0,1.0,0.0
20.0,2.0,218721.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
32.0,4.0,346107.0,9.0,3.0,2.0,2.0,1.0,0.0,40.0,0.0,40.0,1.0,0.0
29.0,4.0,224010.0,8.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,42.0,1.0,0.0
38.0,4.0,361560.0,8.0,0.0,2.0,3.0,1.0,1.0,94.0,0.0,39.0,1.0,0.0
57.0,5.0,58726.0,9.0,3.0,1.0,2.0,1.0,0.0,116.0,0.0,40.0,1.0,0.0
37.0,4.0,126420.0,9.0,0.0,2.0,3.0,1.0,1.0,6.0,0.0,40.0,1.0,0.0
43.0,4.0,109511.0,8.0,3.0,2.0,2.0,1.0,0.0,6.0,0.0,40.0,1.0,0.0
33.0,4.0,122648.0,9.0,0.0,1.0,1.0,1.0,0.0,282.0,0.0,60.0,1.0,0.0
52.0,4.0,117896.0,8.0,3.0,1.0,2.0,1.0,1.0,3156.0,0.0,50.0,1.0,0.0
34.0,3.0,249856.0,8.0,0.0,1.0,3.0,1.0,0.0,62.0,0.0,54.0,1.0,0.0
31.0,4.0,180964.0,3.0,3.0,2.0,2.0,1.0,0.0,23.0,0.0,40.0,1.0,0.0
31.0,4.0,52223.0,8.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
25.0,4.0,192236.0,8.0,1.0,2.0,3.0,1.0,1.0,3339.0,0.0,38.0,1.0,0.0
39.0,1.0,132157.0,4.0,0.0,1.0,3.0,1.0,0.0,63.0,0.0,48.0,1.0,0.0
34.0,4.0,405295.0,12.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0
42.0,4.0,203676.0,8.0,1.0,1.0,3.0,1.0,1.0,38.0,0.0,37.0,0.0,0.0
48.0,4.0,204976.0,8.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,40.0,1.0,0.0
43.0,4.0,198526.0,12.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,50.0,1.0,0.0
53.0,4.0,235705.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,36.0,1.0,0.0
69.0,4.0,52864.0,9.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,10.0,1.0,0.0
59.0,4.0,185683.0,12.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
27.0,4.0,170153.0,9.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
40.0,4.0,208777.0,9.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,48.0,1.0,0.0
26.0,4.0,202525.0,9.0,1.0,1.0,3.0,1.0,0.0,17.0,0.0,40.0,1.0,0.0
24.0,4.0,232345.0,11.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,25.0,1.0,0.0
19.0,4.0,236406.0,8.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,40.0,1.0,0.0
26.0,4.0,231266.0,12.0,1.0,2.0,3.0,1.0,0.0,63.0,0.0,40.0,1.0,0.0
32.0,4.0,261116.0,12.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0
72.0,4.0,161517.0,14.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,1.0,0.0
30.0,4.0,200091.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,34.0,1.0,0.0
65.0,4.0,202054.0,4.0,3.0,5.0,2.0,1.0,0.0,905.0,0.0,40.0,0.0,0.0
32.0,4.0,186770.0,8.0,1.0,2.0,1.0,1.0,1.0,12.0,0.0,39.0,1.0,0.0
19.0,4.0,297164.0,5.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,40.0,1.0,0.0
21.0,4.0,386995.0,9.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,33.0,1.0,0.0
31.0,4.0,279567.0,8.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
39.0,4.0,162973.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,49.0,1.0,0.0
23.0,4.0,366796.0,9.0,1.0,2.0,3.0,1.0,0.0,8.0,0.0,40.0,1.0,0.0
24.0,4.0,173689.0,8.0,1.0,2.0,3.0,1.0,0.0,5.0,0.0,40.0,1.0,0.0
52.0,5.0,179693.0,9.0,1.0,2.0,1.0,1.0,0.0,3738.0,0.0,39.0,1.0,0.0
42.0,4.0,111793.0,14.0,0.0,2.0,3.0,1.0,0.0,15.0,0.0,55.0,1.0,0.0
30.0,4.0,68431.0,8.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,40.0,1.0,0.0
52.0,1.0,172138.0,3.0,3.0,1.0,0.0,1.0,0.0,21.0,0.0,40.0,1.0,0.0
37.0,4.0,193563.0,8.0,3.0,1.0,2.0,1.0,0.0,6.0,0.0,40.0,1.0,0.0
25.0,2.0,446380.0,12.0,1.0,5.0,1.0,1.0,0.0,30.0,0.0,40.0,1.0,0.0
22.0,4.0,215695.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0
29.0,4.0,123124.0,11.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,30.0,1.0,0.0
33.0,1.0,145998.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
55.0,5.0,168963.0,8.0,3.0,1.0,2.0,1.0,0.0,5.0,0.0,21.0,1.0,0.0
24.0,4.0,345268.0,8.0,1.0,2.0,1.0,1.0,0.0,12.0,0.0,27.0,1.0,0.0
48.0,5.0,136265.0,8.0,3.0,1.0,2.0,1.0,0.0,9.0,0.0,40.0,1.0,0.0
44.0,5.0,181198.0,8.0,0.0,1.0,3.0,1.0,1.0,11.0,0.0,41.0,1.0,0.0
28.0,4.0,123050.0,8.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
31.0,4.0,159923.0,8.0,3.0,2.0,2.0,1.0,0.0,20.0,0.0,45.0,1.0,0.0
33.0,4.0,151281.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,51.0,1.0,0.0
44.0,4.0,95230.0,9.0,3.0,1.0,2.0,0.0,0.0,4.0,0.0,48.0,0.0,0.0
37.0,4.0,131258.0,10.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
25.0,4.0,95115.0,9.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,40.0,1.0,0.0
23.0,2.0,267815.0,8.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
39.0,4.0,213986.0,8.0,3.0,1.0,2.0,1.0,0.0,162.0,0.0,40.0,1.0,0.0
49.0,4.0,112294.0,9.0,0.0,2.0,1.0,1.0,1.0,51.0,0.0,68.0,0.0,0.0
25.0,5.0,362287.0,9.0,1.0,1.0,3.0,1.0,0.0,73.0,0.0,40.0,1.0,0.0
25.0,4.0,174060.0,9.0,1.0,2.0,1.0,1.0,1.0,15.0,0.0,43.0,1.0,0.0
49.0,4.0,171157.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
24.0,4.0,221129.0,8.0,1.0,1.0,3.0,1.0,0.0,15.0,0.0,40.0,1.0,0.0
38.0,4.0,324898.0,10.0,3.0,4.0,2.0,1.0,1.0,19279.0,1645.0,53.0,1.0,0.0
21.0,4.0,40437.0,8.0,1.0,1.0,3.0,1.0,0.0,57.0,0.0,36.0,1.0,0.0
20.0,2.0,132176.0,8.0,1.0,1.0,3.0,1.0,1.0,16.0,0.0,27.0,1.0,0.0
51.0,4.0,237063.0,8.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,45.0,1.0,0.0
34.0,4.0,198004.0,8.0,3.0,1.0,2.0,1.0,0.0,4.0,3.0,43.0,1.0,0.0
22.0,2.0,198466.0,12.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0
24.0,4.0,166936.0,8.0,0.0,2.0,1.0,1.0,0.0,18.0,0.0,40.0,1.0,0.0
21.0,4.0,196423.0,8.0,0.0,2.0,3.0,1.0,1.0,12.0,0.0,21.0,1.0,0.0
22.0,4.0,67502.0,8.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0
22.0,4.0,37444.0,9.0,1.0,2.0,3.0,1.0,1.0,84.0,0.0,40.0,1.0,0.0
41.0,4.0,160088.0,12.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,57.0,1.0,0.0
37.0,4.0,93161.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,35.0,1.0,0.0
23.0,4.0,195571.0,9.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,45.0,1.0,0.0
40.0,6.0,104172.0,11.0,0.0,6.0,3.0,1.0,1.0,4966.0,0.0,36.0,1.0,0.0
49.0,4.0,136701.0,6.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,40.0,1.0,0.0
22.0,4.0,282408.0,12.0,1.0,6.0,3.0,1.0,0.0,5.0,0.0,50.0,1.0,0.0
55.0,3.0,44593.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,50.0,1.0,0.0
55.0,4.0,146452.0,8.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,40.0,1.0,0.0
51.0,1.0,124014.0,13.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,38.0,1.0,0.0
36.0,4.0,127377.0,9.0,0.0,1.0,3.0,1.0,1.0,9.0,0.0,45.0,1.0,0.0
40.0,5.0,148549.0,9.0,3.0,5.0,2.0,1.0,0.0,5.0,0.0,44.0,1.0,0.0
24.0,4.0,269515.0,9.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,40.0,1.0,0.0
24.0,4.0,376113.0,8.0,1.0,2.0,1.0,1.0,0.0,29.0,0.0,40.0,1.0,0.0
37.0,4.0,213361.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
31.0,4.0,153629.0,9.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,21.0,1.0,0.0
30.0,1.0,191502.0,13.0,0.0,1.0,3.0,1.0,0.0,44.0,0.0,40.0,1.0,0.0
59.0,1.0,180797.0,12.0,0.0,6.0,1.0,1.0,1.0,5.0,0.0,24.0,1.0,0.0
26.0,4.0,35220.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,0.0,9.0,1.0,0.0
33.0,4.0,109763.0,9.0,3.0,2.0,2.0,1.0,0.0,4.0,0.0,60.0,1.0,0.0
21.0,4.0,190002.0,9.0,1.0,1.0,1.0,1.0,0.0,17.0,0.0,31.0,1.0,0.0
51.0,4.0,268810.0,10.0,0.0,5.0,3.0,1.0,0.0,78.0,0.0,40.0,1.0,0.0
58.0,4.0,100556.0,12.0,3.0,2.0,2.0,1.0,1.0,8.0,0.0,40.0,1.0,0.0
49.0,5.0,52336.0,12.0,0.0,6.0,1.0,1.0,1.0,58.0,0.0,40.0,1.0,0.0
51.0,4.0,218858.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0
34.0,4.0,322310.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,40.0,1.0,0.0
36.0,4.0,135137.0,5.0,0.0,5.0,1.0,1.0,0.0,1055.0,0.0,55.0,1.0,0.0
24.0,4.0,252933.0,12.0,2.0,2.0,3.0,1.0,0.0,24.0,0.0,40.0,1.0,0.0
17.0,4.0,281037.0,6.0,1.0,2.0,3.0,1.0,0.0,40.0,0.0,20.0,1.0,0.0
19.0,4.0,378637.0,7.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,30.0,0.0,0.0
21.0,4.0,328167.0,6.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
20.0,5.0,51310.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0
20.0,4.0,175227.0,8.0,1.0,6.0,1.0,1.0,1.0,35.0,0.0,30.0,1.0,0.0
46.0,4.0,153012.0,8.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,50.0,1.0,0.0
37.0,4.0,228658.0,9.0,3.0,1.0,2.0,1.0,0.0,18.0,0.0,45.0,1.0,0.0
40.0,4.0,399503.0,12.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,40.0,1.0,0.0
21.0,4.0,178871.0,8.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,37.0,1.0,0.0
30.0,4.0,119756.0,8.0,3.0,1.0,2.0,0.0,0.0,582.0,0.0,69.0,1.0,0.0
28.0,4.0,108210.0,7.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,44.0,1.0,0.0
25.0,4.0,267299.0,9.0,1.0,1.0,1.0,1.0,0.0,371.0,0.0,25.0,1.0,0.0
44.0,2.0,230405.0,8.0,1.0,1.0,1.0,1.0,0.0,10.0,0.0,41.0,1.0,0.0
23.0,4.0,82108.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,40.0,1.0,0.0
36.0,4.0,132278.0,12.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,55.0,1.0,0.0
40.0,4.0,97425.0,9.0,1.0,2.0,3.0,1.0,1.0,14.0,0.0,18.0,1.0,0.0
32.0,4.0,222246.0,8.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,40.0,1.0,0.0
52.0,4.0,167418.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
30.0,4.0,167638.0,9.0,3.0,1.0,2.0,1.0,0.0,495.0,0.0,50.0,1.0,0.0
47.0,4.0,229593.0,12.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
22.0,2.0,300923.0,9.0,1.0,2.0,3.0,0.0,1.0,6.0,0.0,40.0,0.0,0.0
31.0,4.0,199747.0,8.0,3.0,2.0,2.0,1.0,1.0,374.0,0.0,31.0,0.0,0.0
24.0,4.0,195829.0,12.0,1.0,6.0,3.0,1.0,1.0,5.0,0.0,40.0,1.0,0.0
42.0,1.0,197931.0,12.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,35.0,1.0,0.0
69.0,4.0,224688.0,10.0,0.0,1.0,1.0,1.0,1.0,135.0,0.0,25.0,1.0,0.0
30.0,4.0,159403.0,9.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
27.0,4.0,131599.0,12.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,40.0,1.0,0.0
69.0,1.0,187802.0,9.0,0.0,2.0,1.0,1.0,1.0,52.0,0.0,20.0,1.0,0.0
32.0,4.0,34632.0,8.0,3.0,1.0,2.0,1.0,0.0,87.0,0.0,40.0,1.0,0.0
48.0,0.0,101499.0,13.0,3.0,6.0,2.0,1.0,0.0,12.0,0.0,45.0,1.0,1.0
22.0,4.0,176291.0,8.0,1.0,1.0,3.0,1.0,0.0,824.0,0.0,41.0,1.0,0.0
32.0,4.0,472252.0,10.0,3.0,1.0,2.0,1.0,0.0,53.0,0.0,40.0,0.0,0.0
25.0,4.0,188535.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,36.0,1.0,0.0
39.0,4.0,41897.0,4.0,3.0,1.0,2.0,1.0,0.0,16.0,0.0,40.0,1.0,0.0
31.0,4.0,234957.0,12.0,1.0,2.0,1.0,1.0,0.0,79.0,0.0,40.0,1.0,0.0
41.0,4.0,196926.0,9.0,3.0,2.0,2.0,1.0,0.0,66.0,0.0,40.0,1.0,0.0
42.0,5.0,39302.0,9.0,3.0,1.0,2.0,1.0,0.0,3.0,2095.0,60.0,1.0,0.0
61.0,2.0,179048.0,12.0,0.0,6.0,1.0,1.0,1.0,9.0,0.0,20.0,1.0,0.0
26.0,0.0,87414.0,11.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,40.0,1.0,0.0
21.0,4.0,39418.0,8.0,1.0,1.0,3.0,1.0,1.0,16.0,0.0,40.0,1.0,0.0
25.0,4.0,88102.0,12.0,1.0,2.0,1.0,1.0,0.0,235.0,0.0,44.0,1.0,0.0
45.0,4.0,282361.0,8.0,1.0,4.0,3.0,0.0,1.0,48.0,0.0,40.0,0.0,0.0
